"date","time","tank_num","temp_C","oxygen_conc_mgL","treatment","DO_treat","temp_treat","date_time","pH","cycle"
2024-06-09,1425,6,23.6,6.32,"control","normoxic","ambient",2024-06-09 14:25:00,7.57,"hypoxic"
2024-06-09,1426,5,23.6,6.52,"control","normoxic","ambient",2024-06-09 14:26:00,7.62,"hypoxic"
2024-06-09,1427,4,23.6,6.5,"control","normoxic","ambient",2024-06-09 14:27:00,7.59,"hypoxic"
2024-06-09,1427,3,23.6,6.49,"control","normoxic","ambient",2024-06-09 14:27:00,7.58,"hypoxic"
2024-06-09,1429,2,23.7,6.57,"control","normoxic","ambient",2024-06-09 14:29:00,7.65,"hypoxic"
2024-06-09,1430,1,23.6,6.43,"control","normoxic","ambient",2024-06-09 14:30:00,7.58,"hypoxic"
2024-06-10,900,1,23.3,6.54,"control","normoxic","ambient",2024-06-10 09:00:00,7.59,"normoxic"
2024-06-10,901,2,23.3,6.7,"control","normoxic","ambient",2024-06-10 09:01:00,7.66,"normoxic"
2024-06-10,902,3,23.3,6.47,"control","normoxic","ambient",2024-06-10 09:02:00,7.61,"normoxic"
2024-06-10,904,4,23.3,6.53,"control","normoxic","ambient",2024-06-10 09:04:00,7.62,"normoxic"
2024-06-10,905,5,23.3,6.14,"control","normoxic","ambient",2024-06-10 09:05:00,7.46,"normoxic"
2024-06-10,907,6,23.2,6.57,"control","normoxic","ambient",2024-06-10 09:07:00,7.61,"normoxic"
2024-06-10,908,7,23.3,4.51,"hypoxic","hypoxic","ambient",2024-06-10 09:08:00,7.3,"normoxic"
2024-06-10,910,8,23.3,3.94,"hypoxic","hypoxic","ambient",2024-06-10 09:10:00,7.3,"normoxic"
2024-06-10,912,9,23.3,3.77,"hypoxic","hypoxic","ambient",2024-06-10 09:12:00,7.34,"normoxic"
2024-06-10,913,10,23.3,3.92,"hypoxic","hypoxic","ambient",2024-06-10 09:13:00,7.34,"normoxic"
2024-06-10,914,11,23.3,5.06,"hypoxic","hypoxic","ambient",2024-06-10 09:14:00,7.19,"normoxic"
2024-06-10,916,12,23.3,3.32,"hypoxic","hypoxic","ambient",2024-06-10 09:16:00,7.46,"normoxic"
2024-06-10,917,13,24.4,3.37,"both","hypoxic","warm",2024-06-10 09:17:00,7.7,"normoxic"
2024-06-10,918,14,24.4,4.76,"both","hypoxic","warm",2024-06-10 09:18:00,7.54,"normoxic"
2024-06-10,919,15,24.3,4.9,"both","hypoxic","warm",2024-06-10 09:19:00,7.56,"normoxic"
2024-06-10,919,16,24.4,4.83,"both","hypoxic","warm",2024-06-10 09:19:00,7.6,"normoxic"
2024-06-10,920,17,24.3,4.92,"both","hypoxic","warm",2024-06-10 09:20:00,7.57,"normoxic"
2024-06-10,922,18,24.4,3.09,"both","hypoxic","warm",2024-06-10 09:22:00,7.74,"normoxic"
2024-06-10,923,19,24.4,6.74,"warm","normoxic","warm",2024-06-10 09:23:00,7.63,"normoxic"
2024-06-10,924,20,24.4,6.95,"warm","normoxic","warm",2024-06-10 09:24:00,7.63,"normoxic"
2024-06-10,925,21,24.4,6.68,"warm","normoxic","warm",2024-06-10 09:25:00,7.56,"normoxic"
2024-06-10,926,22,24.4,6.85,"warm","normoxic","warm",2024-06-10 09:26:00,7.61,"normoxic"
2024-06-10,927,23,24.2,6.32,"warm","normoxic","warm",2024-06-10 09:27:00,7.43,"normoxic"
2024-06-10,928,24,24.4,6.64,"warm","normoxic","warm",2024-06-10 09:28:00,7.52,"normoxic"
2024-06-10,1356,1,23.6,6.52,"control","normoxic","ambient",2024-06-10 13:56:00,7.58,"hypoxic"
2024-06-10,1358,2,23.7,6.64,"control","normoxic","ambient",2024-06-10 13:58:00,7.66,"hypoxic"
2024-06-10,1400,3,23.6,6.48,"control","normoxic","ambient",2024-06-10 14:00:00,7.63,"hypoxic"
2024-06-10,1402,4,23.6,6.56,"control","normoxic","ambient",2024-06-10 14:02:00,7.65,"hypoxic"
2024-06-10,1403,5,23.6,6.63,"control","normoxic","ambient",2024-06-10 14:03:00,7.6,"hypoxic"
2024-06-10,1405,6,23.5,6.55,"control","normoxic","ambient",2024-06-10 14:05:00,7.6,"hypoxic"
2024-06-10,1408,7,23.6,1.33,"hypoxic","hypoxic","ambient",2024-06-10 14:08:00,7.41,"hypoxic"
2024-06-10,1410,8,23.6,1.31,"hypoxic","hypoxic","ambient",2024-06-10 14:10:00,7.39,"hypoxic"
2024-06-10,1412,9,23.5,1.33,"hypoxic","hypoxic","ambient",2024-06-10 14:12:00,7.41,"hypoxic"
2024-06-10,1419,10,23.6,1.75,"hypoxic","hypoxic","ambient",2024-06-10 14:19:00,7.39,"hypoxic"
2024-06-10,1421,11,23.5,1.59,"hypoxic","hypoxic","ambient",2024-06-10 14:21:00,7.39,"hypoxic"
2024-06-10,1423,12,23.6,2.43,"hypoxic","hypoxic","ambient",2024-06-10 14:23:00,7.42,"hypoxic"
2024-06-10,1425,13,24.6,0.96,"both","hypoxic","warm",2024-06-10 14:25:00,7.42,"hypoxic"
2024-06-10,1426,14,24.6,1.22,"both","hypoxic","warm",2024-06-10 14:26:00,7.34,"hypoxic"
2024-06-10,1428,15,24.6,1.08,"both","hypoxic","warm",2024-06-10 14:28:00,7.42,"hypoxic"
2024-06-10,1430,16,24.7,1.12,"both","hypoxic","warm",2024-06-10 14:30:00,7.44,"hypoxic"
2024-06-10,1432,17,24.6,1.11,"both","hypoxic","warm",2024-06-10 14:32:00,7.43,"hypoxic"
2024-06-10,1434,18,24.7,0.99,"both","hypoxic","warm",2024-06-10 14:34:00,7.5,"hypoxic"
2024-06-10,1436,19,24.7,6.28,"warm","normoxic","warm",2024-06-10 14:36:00,7.61,"hypoxic"
2024-06-10,1437,20,24.7,6.43,"warm","normoxic","warm",2024-06-10 14:37:00,7.62,"hypoxic"
2024-06-10,1438,21,24.6,6.24,"warm","normoxic","warm",2024-06-10 14:38:00,7.58,"hypoxic"
2024-06-10,1440,22,24.6,6.31,"warm","normoxic","warm",2024-06-10 14:40:00,7.59,"hypoxic"
2024-06-10,1442,23,23.8,5.34,"warm","normoxic","warm",2024-06-10 14:42:00,7.26,"hypoxic"
2024-06-10,1443,24,24.6,6.28,"warm","normoxic","warm",2024-06-10 14:43:00,7.55,"hypoxic"
2024-06-11,928,24,25,7.02,"warm","normoxic","warm",2024-06-11 09:28:00,7.81,"normoxic"
2024-06-11,929,23,24.9,6.59,"warm","normoxic","warm",2024-06-11 09:29:00,7.63,"normoxic"
2024-06-11,931,22,25.1,6.98,"warm","normoxic","warm",2024-06-11 09:31:00,7.78,"normoxic"
2024-06-11,932,21,25.1,7.04,"warm","normoxic","warm",2024-06-11 09:32:00,7.81,"normoxic"
2024-06-11,934,20,25.1,6.88,"warm","normoxic","warm",2024-06-11 09:34:00,7.74,"normoxic"
2024-06-11,935,19,25.1,7.04,"warm","normoxic","warm",2024-06-11 09:35:00,7.82,"normoxic"
2024-06-11,937,18,25,6.75,"both","hypoxic","warm",2024-06-11 09:37:00,7.71,"normoxic"
2024-06-11,939,17,25.1,7.1,"both","hypoxic","warm",2024-06-11 09:39:00,7.82,"normoxic"
2024-06-11,940,16,25.1,7.11,"both","hypoxic","warm",2024-06-11 09:40:00,7.82,"normoxic"
2024-06-11,942,15,25.1,6.98,"both","hypoxic","warm",2024-06-11 09:42:00,7.83,"normoxic"
2024-06-11,943,14,25,6.92,"both","hypoxic","warm",2024-06-11 09:43:00,7.74,"normoxic"
2024-06-11,945,13,25.1,7.08,"both","hypoxic","warm",2024-06-11 09:45:00,7.76,"normoxic"
2024-06-11,947,12,23.6,6.82,"hypoxic","hypoxic","ambient",2024-06-11 09:47:00,7.76,"normoxic"
2024-06-11,949,11,23.6,6.68,"hypoxic","hypoxic","ambient",2024-06-11 09:49:00,7.72,"normoxic"
2024-06-11,951,10,23.6,6.71,"hypoxic","hypoxic","ambient",2024-06-11 09:51:00,7.71,"normoxic"
2024-06-11,952,9,23.6,6.88,"hypoxic","hypoxic","ambient",2024-06-11 09:52:00,7.67,"normoxic"
2024-06-11,953,8,23.6,6.7,"hypoxic","hypoxic","ambient",2024-06-11 09:53:00,7.72,"normoxic"
2024-06-11,955,7,23.7,6.86,"hypoxic","hypoxic","ambient",2024-06-11 09:55:00,7.68,"normoxic"
2024-06-11,957,6,23.6,6.97,"control","normoxic","ambient",2024-06-11 09:57:00,7.85,"normoxic"
2024-06-11,958,5,23.6,7.01,"control","normoxic","ambient",2024-06-11 09:58:00,7.79,"normoxic"
2024-06-11,1000,4,23.7,6.96,"control","normoxic","ambient",2024-06-11 10:00:00,7.86,"normoxic"
2024-06-11,1001,3,23.6,6.94,"control","normoxic","ambient",2024-06-11 10:01:00,7.85,"normoxic"
2024-06-11,1003,2,23.7,7.09,"control","normoxic","ambient",2024-06-11 10:03:00,7.92,"normoxic"
2024-06-11,1005,1,23.6,6.96,"control","normoxic","ambient",2024-06-11 10:05:00,7.85,"normoxic"
2024-06-11,1411,24,27.1,6.89,"warm","normoxic","warm",2024-06-11 14:11:00,7.8,"hypoxic"
2024-06-11,1412,23,26.3,6.56,"warm","normoxic","warm",2024-06-11 14:12:00,7.68,"hypoxic"
2024-06-11,1414,22,27,6.82,"warm","normoxic","warm",2024-06-11 14:14:00,7.83,"hypoxic"
2024-06-11,1415,21,27.3,6.86,"warm","normoxic","warm",2024-06-11 14:15:00,7.88,"hypoxic"
2024-06-11,1417,20,26.9,6.72,"warm","normoxic","warm",2024-06-11 14:17:00,7.78,"hypoxic"
2024-06-11,1419,19,27.4,6.83,"warm","normoxic","warm",2024-06-11 14:19:00,7.86,"hypoxic"
2024-06-11,1421,18,26.9,6.52,"both","hypoxic","warm",2024-06-11 14:21:00,7.06,"hypoxic"
2024-06-11,1423,17,27.3,6.8,"both","hypoxic","warm",2024-06-11 14:23:00,7.07,"hypoxic"
2024-06-11,1424,16,27.4,6.78,"both","hypoxic","warm",2024-06-11 14:24:00,7.06,"hypoxic"
2024-06-11,1426,15,27.4,6.74,"both","hypoxic","warm",2024-06-11 14:26:00,7.07,"hypoxic"
2024-06-11,1428,14,27.1,6.64,"both","hypoxic","warm",2024-06-11 14:28:00,7.1,"hypoxic"
2024-06-11,1429,13,27.7,6.78,"both","hypoxic","warm",2024-06-11 14:29:00,7.04,"hypoxic"
2024-06-11,1432,12,24.3,2.24,"hypoxic","hypoxic","ambient",2024-06-11 14:32:00,7.52,"hypoxic"
2024-06-11,1435,11,24.3,2.31,"hypoxic","hypoxic","ambient",2024-06-11 14:35:00,7.52,"hypoxic"
2024-06-11,1437,10,24.3,2.15,"hypoxic","hypoxic","ambient",2024-06-11 14:37:00,7.5,"hypoxic"
2024-06-11,1439,9,24.3,2.18,"hypoxic","hypoxic","ambient",2024-06-11 14:39:00,7.52,"hypoxic"
2024-06-11,1441,8,24.3,2.17,"hypoxic","hypoxic","ambient",2024-06-11 14:41:00,7.55,"hypoxic"
2024-06-11,1443,7,24.3,2.16,"hypoxic","hypoxic","ambient",2024-06-11 14:43:00,7.52,"hypoxic"
2024-06-11,1446,6,24.4,7.18,"control","normoxic","ambient",2024-06-11 14:46:00,7.91,"hypoxic"
2024-06-11,1447,5,24.3,7.33,"control","normoxic","ambient",2024-06-11 14:47:00,7.91,"hypoxic"
2024-06-11,1449,4,24.4,7.28,"control","normoxic","ambient",2024-06-11 14:49:00,7.95,"hypoxic"
2024-06-11,1451,3,24.3,7.2,"control","normoxic","ambient",2024-06-11 14:51:00,7.92,"hypoxic"
2024-06-11,1452,2,24.4,7.41,"control","normoxic","ambient",2024-06-11 14:52:00,7.97,"hypoxic"
2024-06-11,1452,1,24.3,7.34,"control","normoxic","ambient",2024-06-11 14:52:00,7.93,"hypoxic"
2024-06-11,1643,24,27.8,6.52,"warm","normoxic","warm",2024-06-11 16:43:00,7.85,"hypoxic"
2024-06-11,1645,23,27.2,6.2,"warm","normoxic","warm",2024-06-11 16:45:00,7.68,"hypoxic"
2024-06-11,1646,22,27.7,6.46,"warm","normoxic","warm",2024-06-11 16:46:00,7.83,"hypoxic"
2024-06-11,1646,21,27.9,6.54,"warm","normoxic","warm",2024-06-11 16:46:00,7.89,"hypoxic"
2024-06-11,1648,20,27.7,6.3,"warm","normoxic","warm",2024-06-11 16:48:00,7.79,"hypoxic"
2024-06-11,1649,19,27.9,6.48,"warm","normoxic","warm",2024-06-11 16:49:00,7.89,"hypoxic"
2024-06-11,1651,18,27.6,2.36,"both","hypoxic","warm",2024-06-11 16:51:00,7.31,"hypoxic"
2024-06-11,1652,17,27.9,2.03,"both","hypoxic","warm",2024-06-11 16:52:00,7.37,"hypoxic"
2024-06-11,1654,16,27.9,2.02,"both","hypoxic","warm",2024-06-11 16:54:00,7.38,"hypoxic"
2024-06-11,1655,15,27.9,2.02,"both","hypoxic","warm",2024-06-11 16:55:00,7.37,"hypoxic"
2024-06-11,1657,14,27.8,2.45,"both","hypoxic","warm",2024-06-11 16:57:00,7.31,"hypoxic"
2024-06-11,1658,13,28,1.58,"both","hypoxic","warm",2024-06-11 16:58:00,7.4,"hypoxic"
2024-06-11,1700,12,24.4,2.24,"hypoxic","hypoxic","ambient",2024-06-11 17:00:00,7.58,"hypoxic"
2024-06-11,1702,11,24.3,2.15,"hypoxic","hypoxic","ambient",2024-06-11 17:02:00,7.52,"hypoxic"
2024-06-11,1703,10,24.3,2.19,"hypoxic","hypoxic","ambient",2024-06-11 17:03:00,7.55,"hypoxic"
2024-06-11,1705,9,24.3,2.08,"hypoxic","hypoxic","ambient",2024-06-11 17:05:00,7.54,"hypoxic"
2024-06-11,1707,8,24.3,2.09,"hypoxic","hypoxic","ambient",2024-06-11 17:07:00,7.55,"hypoxic"
2024-06-11,1708,7,24.3,2.17,"hypoxic","hypoxic","ambient",2024-06-11 17:08:00,7.56,"hypoxic"
2024-06-11,1710,6,24.3,7.24,"control","normoxic","ambient",2024-06-11 17:10:00,8.04,"hypoxic"
2024-06-11,1711,5,24.3,7.45,"control","normoxic","ambient",2024-06-11 17:11:00,8.02,"hypoxic"
2024-06-11,1712,4,24.3,7.52,"control","normoxic","ambient",2024-06-11 17:12:00,8.1,"hypoxic"
2024-06-11,1713,3,24.3,7.43,"control","normoxic","ambient",2024-06-11 17:13:00,8.03,"hypoxic"
2024-06-11,1714,2,24.3,7.54,"control","normoxic","ambient",2024-06-11 17:14:00,8.1,"hypoxic"
2024-06-11,1714,1,24.3,7.42,"control","normoxic","ambient",2024-06-11 17:14:00,8.03,"hypoxic"
2024-06-12,903,1,23.6,6.76,"control","normoxic","ambient",2024-06-12 09:03:00,7.94,"normoxic"
2024-06-12,904,2,23.6,6.9,"control","normoxic","ambient",2024-06-12 09:04:00,8,"normoxic"
2024-06-12,904,3,23.5,6.9,"control","normoxic","ambient",2024-06-12 09:04:00,7.93,"normoxic"
2024-06-12,905,4,23.6,6.93,"control","normoxic","ambient",2024-06-12 09:05:00,7.97,"normoxic"
2024-06-12,906,5,23.6,6.86,"control","normoxic","ambient",2024-06-12 09:06:00,7.92,"normoxic"
2024-06-12,906,6,23.6,6.86,"control","normoxic","ambient",2024-06-12 09:06:00,7.93,"normoxic"
2024-06-12,908,7,23.6,7.02,"hypoxic","hypoxic","ambient",2024-06-12 09:08:00,7.95,"normoxic"
2024-06-12,909,8,23.6,7.07,"hypoxic","hypoxic","ambient",2024-06-12 09:09:00,7.94,"normoxic"
2024-06-12,909,9,23.6,7.07,"hypoxic","hypoxic","ambient",2024-06-12 09:09:00,7.9,"normoxic"
2024-06-12,910,10,23.6,6.96,"hypoxic","hypoxic","ambient",2024-06-12 09:10:00,7.9,"normoxic"
2024-06-12,911,11,23.6,6.94,"hypoxic","hypoxic","ambient",2024-06-12 09:11:00,7.88,"normoxic"
2024-06-12,911,12,23.6,7.06,"hypoxic","hypoxic","ambient",2024-06-12 09:11:00,7.96,"normoxic"
2024-06-12,913,13,27.5,6.79,"both","hypoxic","warm",2024-06-12 09:13:00,7.82,"normoxic"
2024-06-12,913,14,27.5,6.69,"both","hypoxic","warm",2024-06-12 09:13:00,7.75,"normoxic"
2024-06-12,914,15,27.5,6.76,"both","hypoxic","warm",2024-06-12 09:14:00,7.83,"normoxic"
2024-06-12,915,16,27.5,6.74,"both","hypoxic","warm",2024-06-12 09:15:00,7.84,"normoxic"
2024-06-12,916,17,27.5,6.76,"both","hypoxic","warm",2024-06-12 09:16:00,7.84,"normoxic"
2024-06-12,917,18,27.5,6.65,"both","hypoxic","warm",2024-06-12 09:17:00,7.79,"normoxic"
2024-06-12,918,19,27.4,6.71,"warm","normoxic","warm",2024-06-12 09:18:00,7.81,"normoxic"
2024-06-12,919,20,27.4,6.57,"warm","normoxic","warm",2024-06-12 09:19:00,7.74,"normoxic"
2024-06-12,920,21,27.7,6.89,"warm","normoxic","warm",2024-06-12 09:20:00,7.92,"normoxic"
2024-06-12,921,22,27.4,6.54,"warm","normoxic","warm",2024-06-12 09:21:00,7.76,"normoxic"
2024-06-12,922,23,27.3,6.4,"warm","normoxic","warm",2024-06-12 09:22:00,7.71,"normoxic"
2024-06-12,923,24,27.6,6.76,"warm","normoxic","warm",2024-06-12 09:23:00,7.85,"normoxic"
2024-06-12,1545,1,24.3,6.83,"control","normoxic","ambient",2024-06-12 15:45:00,7.93,"hypoxic"
2024-06-12,1545,2,24.4,6.93,"control","normoxic","ambient",2024-06-12 15:45:00,7.99,"hypoxic"
2024-06-12,1547,3,24.3,6.8,"control","normoxic","ambient",2024-06-12 15:47:00,7.94,"hypoxic"
2024-06-12,1548,4,24.4,6.89,"control","normoxic","ambient",2024-06-12 15:48:00,7.98,"hypoxic"
2024-06-12,1548,5,24.4,6.86,"control","normoxic","ambient",2024-06-12 15:48:00,7.94,"hypoxic"
2024-06-12,1549,6,24.4,6.83,"control","normoxic","ambient",2024-06-12 15:49:00,7.98,"hypoxic"
2024-06-12,1551,7,24.4,1.62,"hypoxic","hypoxic","ambient",2024-06-12 15:51:00,7.64,"hypoxic"
2024-06-12,1552,8,24.4,1.63,"hypoxic","hypoxic","ambient",2024-06-12 15:52:00,7.61,"hypoxic"
2024-06-12,1554,9,24.4,1.66,"hypoxic","hypoxic","ambient",2024-06-12 15:54:00,7.6,"hypoxic"
2024-06-12,1555,10,24.4,1.68,"hypoxic","hypoxic","ambient",2024-06-12 15:55:00,7.61,"hypoxic"
2024-06-12,1556,11,24.3,2.03,"hypoxic","hypoxic","ambient",2024-06-12 15:56:00,7.58,"hypoxic"
2024-06-12,1556,12,24.4,1.85,"hypoxic","hypoxic","ambient",2024-06-12 15:56:00,7.65,"hypoxic"
2024-06-12,1558,13,26.5,2.29,"both","hypoxic","warm",2024-06-12 15:58:00,7.46,"hypoxic"
2024-06-12,1559,14,26.4,2.69,"both","hypoxic","warm",2024-06-12 15:59:00,7.53,"hypoxic"
2024-06-12,1600,15,26.5,2.74,"both","hypoxic","warm",2024-06-12 16:00:00,7.51,"hypoxic"
2024-06-12,1601,16,26.4,2.62,"both","hypoxic","warm",2024-06-12 16:01:00,7.54,"hypoxic"
2024-06-12,1602,17,26.5,2.52,"both","hypoxic","warm",2024-06-12 16:02:00,7.51,"hypoxic"
2024-06-12,1603,18,26.3,2.84,"both","hypoxic","warm",2024-06-12 16:03:00,7.55,"hypoxic"
2024-06-12,1605,19,26.4,7.42,"warm","normoxic","warm",2024-06-12 16:05:00,8.13,"hypoxic"
2024-06-12,1606,20,26.4,7.8,"warm","normoxic","warm",2024-06-12 16:06:00,8.25,"hypoxic"
2024-06-12,1606,21,26.5,7.66,"warm","normoxic","warm",2024-06-12 16:06:00,8.19,"hypoxic"
2024-06-12,1607,22,26.4,7.65,"warm","normoxic","warm",2024-06-12 16:07:00,8.22,"hypoxic"
2024-06-12,1609,23,26.6,6.98,"warm","normoxic","warm",2024-06-12 16:09:00,8.06,"hypoxic"
2024-06-12,1610,24,26.4,7.78,"warm","normoxic","warm",2024-06-12 16:10:00,8.24,"hypoxic"
2024-06-13,844,24,26.3,7.25,"warm","normoxic","warm",2024-06-13 08:44:00,8.14,"normoxic"
2024-06-13,845,23,25.9,6.25,"warm","normoxic","warm",2024-06-13 08:45:00,7.74,"normoxic"
2024-06-13,847,22,25.5,5.02,"warm","normoxic","warm",2024-06-13 08:47:00,7.45,"normoxic"
2024-06-13,848,21,26.2,6.72,"warm","normoxic","warm",2024-06-13 08:48:00,7.96,"normoxic"
2024-06-13,849,20,26.2,6.85,"warm","normoxic","warm",2024-06-13 08:49:00,7.96,"normoxic"
2024-06-13,850,19,26,6.35,"warm","normoxic","warm",2024-06-13 08:50:00,7.79,"normoxic"
2024-06-13,852,18,26.3,6.82,"both","hypoxic","warm",2024-06-13 08:52:00,8.01,"normoxic"
2024-06-13,859,17,26.2,6.6,"both","hypoxic","warm",2024-06-13 08:59:00,7.93,"normoxic"
2024-06-13,900,16,26.2,6.45,"both","hypoxic","warm",2024-06-13 09:00:00,7.87,"normoxic"
2024-06-13,901,15,26.2,6.47,"both","hypoxic","warm",2024-06-13 09:01:00,7.9,"normoxic"
2024-06-13,902,14,26.2,6.63,"both","hypoxic","warm",2024-06-13 09:02:00,7.9,"normoxic"
2024-06-13,904,13,26,5.82,"both","hypoxic","warm",2024-06-13 09:04:00,7.67,"normoxic"
2024-06-13,905,12,24.1,6.83,"hypoxic","hypoxic","ambient",2024-06-13 09:05:00,7.88,"normoxic"
